"order","publish","category","cat2","cat3","detail","channel","abstract","videoID","description"
"185","yes","Sciences humaines / Géographie","","","Routes","DirtyBiology","D'où viennent les chemins ?","cRpkOq1F_5E",""
"186","yes","Sciences de la nature / Biologie / Evolution","Sciences humaines / Histoire / Histoire de l'art","","Beauté","DirtyBiology","Existe-t-il une beauté absolue ?","puPFb3nuooo",""
"187","yes","Mythes et traditions","","","Evolution des mythes","DirtyBiology","Comment les mythes évoluent-ils ?","E0XdK-T3dvE",""
"188","yes","Sciences de la nature / Biologie / Evolution","Sciences appliquées / Médecine / Traitements, drogues","","Drogues","DirtyBiology","Quel effet ont les drogues sur notre cerveau ?","ORzkjXg6M4k",""
"189","yes","Sciences de la nature / Biologie / Comportements","","","Orientation","DirtyBiology","Comment s'oriente-t-on ?","jAvI9DWDhKs",""
"190","yes","Sciences humaines / Histoire","","","Généalogie","DirtyBiology","Les européens descendent de Charlemagne","wXAydbyKD_4",""
"191","yes","Sciences de la nature / Biologie / Evolution","","","Erreurs du biomimétisme","DirtyBiology","Quelles sont les erreurs actuelles du biomimétisme ?","1qvJDQTqSHY",""
"192","yes","Sciences de la nature / Biologie / Evolution","","","Evolution humaine","DirtyBiology","Présentation de quelques particularités de populations humaines","R7Y9WHaJO-A",""
"193","yes","Ecologie / Biodiversité","","","Mondes perdus","DirtyBiology","Comment protéger les écosystèmes ?","cdwfBSl12dg",""
"194","yes","Sciences de la nature / Biologie / Vivant","","","Vivant","DirtyBiology","Qu'est-ce que la vie ?","d6u6Xhsg-qk",""
"195","yes","Sciences humaines / Psychologie","","","Biais cognitifs","DirtyBiology","Quelles biais cognitifs subissent les Youtubers ?","6k1J_h4OxQg",""
"196","yes","Sciences de la nature / Biologie / Sexe","","","Os pénien","DirtyBiology","Pourquoi l'homme a-t-il perdu l'os pénien ?","5OqQymAnA-M",""
"197","yes","Sciences de la nature / Biologie / Evolution","","","Cerveau et distraction","DirtyBiology","Comment les distractions continues du monde moderne affectent-elles notre cerveau ?","H5LpKMAzFL4",""
"198","yes","Sciences de la nature / Physique / Espace","","","Terre","DirtyBiology","A quoi pourrait ressembler la Terre si elle n'était pas sphérique ?","eZU9qsugcBY",""
"199","yes","Sciences humaines / Archéologie","","","Vestiges","DirtyBiology","Documentaire sur les capitales disparues du Myanmar ","nEx2lQyfSlc",""
"200","yes","Sciences humaines / Anthropologie","","","Sentinelles","DirtyBiology","Que sait-on du peuple des Sentinelles ?","JyQqFZHJWTA",""
"201","yes","Sciences humaines / Anthropologie","","","Ile Andaman","Les Revues du Monde","Que sait-on des Sentinelles ?","ltnm9qa_3rg","Aujourd'hui, nous partons à la découverte d'une des plus anciennes et mystérieuses tribus des îles Andaman, et de son incroyable histoire..."
"202","yes","Sciences de la nature / Monde de la recherche","","","Monde de la recherche","DirtyBiology","Comment fonctionne le monde de la recherche aujourd'hui ?","rcgxY__YXEc",""
"203","yes","Sciences de la nature / Biologie / Evolution","","","Evolution humaine","DirtyBiology","Les humains évoluent-ils encore ?","gU3yH65isGI",""
"204","yes","Sciences humaines / Anthropologie / Maladies","Sciences humaines / Histoire / Préhistoire","","Agriculture","DirtyBiology","Pourquoi l'agriculture n'a-t-elle pas été une si bonne idée ?","Vqtz-Xld628","Agriculture (n.m.) : ensemble d’activités qui nous ont permis de dompter la nature pour gérer nos ressources, nous priver de temps libre ou encore faciliter la propagation de maladies… Eh oui ! Et si on vous disait que notre vision de l’agriculture est sans doute biaisée par des siècles d’améliorations techniques ? A peine installé, Léo (DirtyBiology) ouvre le Vortex pour revenir sur la véritable histoire de l’agriculture, celle qui inclut épuisements, maladies et autres joyeuses conséquences biologiques. Pour couronner le tout, rien de tel qu’une coloc archéologue : Léo peut compter sur Chlotilde (Passé Sauvage) pour ajouter qu’au final, les conditions de vie des chasseurs-cueilleurs n’étaient peut-être pas si mauvaises... ou presque."
"205","yes","Sciences appliquées / Médecine / Traitements, drogues","Sciences de la nature / Biologie / Evolution","","Antibiotiques","DirtyBiology","Pourquoi ne faut-il pas abuser des antibiotiques ?","LIDBmyT3YfA",""
"206","yes","Sciences de la nature / Biologie / Comportements","","","Contagion dans les comportements","DirtyBiology","Une fusillade entraîne-t-elle d'autres fusillades ? ","z62jyF43ESk",""
"207","yes","Ecologie / Changement climatique","","","Conséquences de la fonte des glaciers","DirtyBiology","Quelles surprises nous prépare le changement climatique ?","uwtR6V6X8Fg",""
"208","yes","Ecologie / Changement climatique","","","Conséquences du changement climatique","DirtyBiology","Des bons côtés au changement climatique ?","rl3KKm1Hskk",""
"209","yes","Sciences de la nature / Biologie / Vivant","Sciences appliquées / Médecine / Maladies","","Cancer","DirtyBiology","Le cancer est-il un être vivant ?","5Acsnl1gEzI",""
"210","yes","Sciences de la nature / Biologie / Evolution","Société / Inventions","","Papier toilette","DirtyBiology","Comment l'innovation apparait-elle ?","ZD4z41ntlhA",""
"211","yes","Sciences de la nature / Biologie / Sexe","","","Reproduction","DirtyBiology","Quel avenir pour la reproduction humaine ?","WJ0f5wXETyg",""
"212","yes","Philosophie / Philosophie morale / Eugénisme","Sciences de la nature / Biologie","","Eugénisme","DirtyBiology","Serons-nous eugénistes dans le futur ?","cYAaHJ9WUXs",""
"213","yes","Sciences de la nature / Espace","","","Astronautes","DirtyBiology","Les astronautes vont-ils devenir inutiles ?","3PYC_SjzKsA",""
"214","yes","Sciences de la nature / Biologie / Comportements","","","Empathie","DirtyBiology","Peut-on ressentir de l'empathie envers un taliban ?","6s_zXFmWM6g",""
"215","yes","Sciences de la nature / Biologie / Epidémies","Société","","Coronavirus","DirtyBiology","Résumé de la situation créée par le coronavirus en 2020","bM7AOBxqjnE",""
"216","yes","Sciences de la nature / Biologie / Epidémies","","","Naissance d'une épidémie","DirtyBiology","Comment naissent les épidémies ?","VJNt1AQ8p2A",""
"217","yes","Sciences humaines / Histoire / XVIIIème siècle","","","Guerre de sept ans","Nota Bene","Comment s'est déroulée la guerre de sept ans et quelles conséquences a-t-elle eue ?","N01db5Y-3B8",""
"218","yes","Sciences humaines / Anthropologie","Sciences humaines / Histoire / Préhistoire","","Agriculture","Le Vortex","Pourquoi l'homme a développé l'agriculture ?","qXq4s1_EBwk","Sur le papier, tout devait bien se dérouler. Avec l’agriculture, l’Homme pouvait enfin gérer ses ressources sans avoir à chasser, exploiter Dame Nature à sa convenance… Oui, mais non. Cette semaine, si la coloc tremble, c’est parce que l’archéologue de la bande a deux-trois choses à redire sur ce fantasme. Son nom ? Clothilde (Passé Sauvage). Sa mission : embarquer Léo (DirtyBiology) dans une partie de chasse-cueillette pour mettre un coup de pied dans la fourmilière… au sens propre. Non, l’agriculture ne serait pas une révolution, tout juste une innovation dont nous serions devenus dépendants… avec tous les effets néfastes que ça implique."
"219","yes","Sciences appliquées / Informatique","Sciences humaines / Histoire / Epoque contemporaine","","Internet","Le Vortex","Comment fonctionne Internet ?","Njcd9oenOPU","Internet, c’est comme l'ordinateur : (presque) tout le monde sait s’en servir, mais personne ne sait vraiment comment ça fonctionne. Qu’à cela ne tienne, Roni s’avance au nom des Pause Process pour poser les bases : quelles infrastructures pour alimenter un tel réseau ? Quelle différence entre le web et Internet ? Pourquoi la neutralité du web est-elle si importante ? … Jusqu’à ce que Clothilde invoque son alter égo “Passé sauvage” au cœur de la coloc pour mettre les pieds dans le plat en assénant qu’Internet n’est pas véritablement une révolution."
"220","yes","Sciences appliquées / Ingénierie","Sciences appliquées / Médecine","","Impression 3D","Le Vortex","Peut-on impirmer des organes en 3D ?","T800baO5zbo","L’impression 3D, ça ne vous évoque rien ? Des blocs-portes et des tabourets miniatures… ? Certes, mais si on vous dit que l’impression 3D pourrait être l’avenir de la médecine ? Ah… Posée au milieu de la coloc, l’imprimante 3D semblait jusque-là aussi utile qu’un bolée de cidre made in Quiberon, aussi intrigante que bibelot. Et pourtant, Viviane (Scilabus) est bien décidée à démontrer que les avancées en médecine sont considérables. L’imprimante de salon serait bientôt capable de reconstituer des membres, voire des organes... mais le procédé semble poser des questions éthiques aux Pause Process."
"221","yes","Sciences humaines / Anthropologie","Sciences de la nature / Biologie / Evolution","","Nature et culture","Le Vortex","Notre patrimoine génétique porte-t-il notre culture ?","mBjR3dk4-MI","Si Mowgli était revenu à la civilisation après avoir passé son enfance à se déhancher dans la jungle avec Baloo, que se serait-il passé ? Aurait-il été capable de communiquer avec ses pairs ? Comment se serait-il adapté à cette nouvelle culture ? Ces questions, Léo (DirtyBiology) ne se les pose pas vraiment. Pour lui, toute faune a une culture qui facilite sa survie et il est insensé d’opposer Nature et Culture. Mieux, on hériterait aussi bien des gènes de nos ancêtres que de leur culture ! Puisqu’il faut toujours quelqu’un dans la coloc pour ramener son grain de sel, Ben (Pause Process) vient même ajouter que l’ampleur de nos relations sociales serait délimitée par notre biologie. Tout est lié !"
"222","yes","Sciences humaines / Archéologie","Sciences humaines / Histoire / Âge de fer et de bronze","","Métallurgie","Le Vortex","Quelles conséquences sur les sociétés a eu l'invention de la métallurgie ?","6pbZn1d_4vo","La métallurgie était un véritable bond en avant technologique. Elle nous a permis de forger des outils pour, par exemple, faciliter la découpe du bois, des armes pour mieux nous défendre. Où pourrait être le problème ? Clothilde en voit plusieurs. Le métal, ça rapporte. Les échanges commerciaux se développent et de grandes richesses se créent. Il transforme la société en profondeur et les quelques inégalités qui pouvaient exister entre les riches et les autres se creusent. Mais ce n'est pas tout ! A cette époque apparaissent également les armes et la figure du ""soldat"", des évolutions qui vont accentuer les modes de représentation du genre... et amplifier la notion de sexisme. Mais de l’eau à coulé sous les ponts depuis le Néolithique. Avec l'émergence d'outils comme l'imprimante 3D, Viviane pose la question : est-ce qu'une plus grande accessibilité aux technologies balaie ces inégalités ?"
"223","yes","Société / Esprit critique","Sciences appliquées / Informatique","","Manipulation d'images","Le Vortex","Quelles techniques sont utilisées dans la manipulation des images ?","I02UNq7jHTE","Un vieil adage dit : « Il faut le voir pour le croire ». S’il y a une chose qu’Internet nous a appris, c’est que ce proverbe a pris un sacré coup de vieux dans notre société moderne. Les fake news circulent partout, des actrices se retrouvent dans des vidéos compromettantes qu’elles n’ont pourtant pas tournées grâce aux deepfakes... comment démêler le vrai du faux ? On ne cessera de conseiller aux utilisateurs de redoubler de vigilance et de recouper leurs sources pour trouver la vérité. Mais est-ce vraiment suffisant ? Jordane propose une solution. S’il n’est pas contre utiliser les technologies pour faire dire n’importe quoi à Léo, il se dit que ces mêmes algorithmes pourraient en retour être utilisés pour lutter contre ce genre de fléau."
"224","yes","Sciences appliquées / Ingénierie","Sciences de la nature / Biologie / Vivant","","Composition des os","Le Vortex","Peut-on imprimer en 3D des parties du corps humain ?","KzczqSU7Av0","X-Men, Ghost in the Shell, Robocop,... les œuvres mettant en scène des personnes aux capacités surhumaines sont légion et en font rêver plus d’un. Pourtant, Viviane (Scilabus) trouve qu’on en fait beaucoup trop et que nous ne devrions pas nous sous-estimer. Notre corps et la façon dont il est conçu ne devraient pas nous complexer. Elle comparera même la fabrication de nos os à l’impression 3D, même si Léo trouve cela exagéré et donnera bien des exemples découlant plus de la déconstruction que de la fabrication."
"225","yes","Sciences de la nature / Biologie / Evolution","","","Nature et culture","Le Vortex","Quels changements la culture a-t-elle provoqué dans le corps humain ?","fHsXWL5rwso","La nature a souvent aimé mettre l’humain à l’épreuve. Entre maladies et denrées rares, il ne faisait pas bon vivre à l’époque de nos ancêtres. Heureusement, tous ces problèmes ont été résolus à grands coups de technologies et de culture. Que ce soit par le biais de la médecine ou de l’agriculture, on se demande bien si la nature a un vrai impact sur l’humain moderne. Léo est convaincu que oui. S’armant d’un Rubik’s Cube et d’un savon, il va prouver à ses colocataires que la nature a encore du répondant."
"226","yes","Sciences humaines / Archéologie","Sciences humaines / Anthropologie","","Art","Le Vortex","Pourquoi utiliser des symboles ?","KlvQZrIsYmE","Depuis quand l’Homme se représente-t-il ? Aussi curieux que ça puisse paraître à l’ère du selfie, les premières réalisations artistiques humaines se souciaient peu de l’autoportrait. Au commencement, les stars étaient les animaux sauvages. Mais pourquoi nous sommes-nous progressivement attachés à nous représenter ? Clothilde (Passé Sauvage) revient sur une révolution (?) artistique majeure. Très vite, l’humain s’est penché sur les symboles et la simplification des schémas pour communiquer. Et à travers une conversation avec les Pause Process, on se rendra compte que les premiers Humains étaient plus proches de l’internaute de base que du Van Gogh en herbe."
"227","yes","Sciences de la nature / Biologie / Comportements","Société / Esprit critique","","Comportements sur internet","Le Vortex","Comment Internet influence-t-il nos comportements ?","4RGpNgpRuWw","La lumière bleue des écrans a envahi notre quotidien, nos pouces se déplient et se replient désormais mécaniquement. C'est sûr, les réseaux sociaux ont changé nos vies à jamais. Sauf que... dans la pratique, on s’en sert surtout pour suivre ce que Selena Gomez a mangé le matin-même ou partager des informations choc… sans vérifier si elles sont vraies ou non. Twitter nous a-t-il rendu complètement cons ? Cette question taraude Ben. Il s’est plongé dans les nombreuses études sur le sujet et bénéficie en plus du cobaye le plus parfait : Léo."
"228","yes","Sciences appliquées / Ingénierie","Société / Inventions","","Imprimantes 3D","Le Vortex","L'impression 3D est-elle une révolution ?","YUKc-Zerl1s","Jordane des Pause Process met Scilabus au défi. Pour lui, l’impression 3D, ce n’est que du vent. Ça ne sert qu’à imprimer des gadgets inutiles et franchement pas très jolis. Et puis, c’est pas comme si ça intéressait les gens. Personne n’a ce genre d’imprimantes chez lui. Alors, véritable révolution technologique en devenir ou simple invention marketing condamnée à produire des gadgets ? Challenge accepté. Scilabus va nous parler d’avenir. Les perspectives, en termes de médecine, d’écologie ou même de quotidien, sont assez séduisantes. Aujourd’hui, un accessoire. Demain, une révolution ?"
"229","yes","Sciences de la nature / Biologie / Evolution","","","Evolution future de l'humain","Le Vortex","A quoi ressemblera l'être humain du futur ?","OTdYtNdhfBE","Peut-on vraiment prédire ce à quoi ressemblera l’humain dans le futur ? Est-ce que la science nous permet de déterminer fidèlement quelles seront les prochaines étapes majeures de notre évolution biologique ? A priori, ce n’est pas si simple… Léo l’a expliqué dans ses vidéos : entre les effets d’une évolution culturelle effrénée et ceux de notre environnement naturel, les paramètres sont nombreux et souvent imprévisibles. Même si des expériences tentent de prédire l’avenir, on ne peut pas savoir exactement si l’être humain des années 3 500 sera modelé par la technologie ou un animal ayant suivi une évolution naturelle. Qu’à cela ne tienne ! C’est l’occasion idéale pour rassembler toute la coloc’ et jouer au jeu des pronostics. Quel va être l’impact de l’impression 3D d’ici là ? Que considérera-t-on être de l’archéologie dans le futur ? Allons-nous vivre dans la matrice ?"
"230","yes","Sciences humaines / Histoire / Antiquité / Antiquité grecque","Société / Inventions","","Astrolabe","Le Vortex","Qu'est-ce qu'un astrolabe ?","y-T0sJkNzmA","Des objets qui ont changé notre quotidien, on pourrait tous en citer des dizaines. L’ordinateur, l’ampoule électrique, les lunettes, le handspinner… Mais qui aurait nommé un objet antique de poche capable de donner l’heure, mesurer des hauteurs, générer une carte des étoiles ? Pour Patrick (Axolot), c’est justement l’occasion de déterrer un petit bijou que nos mémoires ont effacé. L’astrolabe, véritable prouesse technologique pour son époque, était un outil qui n’aurait rien à envier à nos actuels smartphones. Alors, d’accord, c’est compliqué de jouer à Clash Royale avec un astrolabe mais les fonctionnalités et la beauté de l’instrument en font une curiosité incontournable pour Patrick."
"231","yes","Sciences de la nature / Monde de la recherche","Société / Esprit critique","","Etudes scientifiques","Le Vortex","Peut-on croire les articles scientifiques sans hésiter ?","CEq1aJeBfZo","Si je vous demande : « le café est-il bon pour la santé ? », vous iriez sans nul doute sur Internet pour consulter quelques articles scientifiques sur le sujet. Et vous remarqueriez que de nombreux sites, bien qu’ayant tous l’air plutôt sérieux, se contredisent tous entre eux. Oui, non, peut-être que oui mais un peu non quand même, très difficile de se faire un avis tranché. Christophe (Hygiène Mentale) va nous expliquer pourquoi il faut faire preuve de scepticisme devant les articles prétextant « une étude scientifique a démontré que ». Entre des travaux de recherche difficiles à interpréter, des erreurs de résultat, des fraudes scientifiques ou même des canulars, il existe de très nombreux facteurs pour que des articles à la recherche de titres sensationnels tapent à côté."
"232","yes","Sciences humaines / Histoire / Antiquité / Antiquité grecque","Mythes et traditions","","Croire en ses mythes","Le Vortex","Les Grecs croyaient-ils en leurs mythes ?","6NZLdDNQQkQ","Toutes les histoires mettant en scène des créatures et des héros mythologiques nous ont émerveillés étant enfant. Aujourd’hui, on se doute bien que Thésée n’a sans doute pas rencontré le Minotaure, qu’Ulysse n’a pas vraiment dit qu’il s’appelait Personne à un Cyclope et qu’Hercule n’a pas vraiment enchaîné un chien à trois têtes à la fin de ses Douze Travaux. Mais les Grecs, eux, croyaient-ils réellement à ces mythes ? En s’appuyant notamment sur un livre de Paul Veyne, Manon va nous démontrer que la réponse n’est… pas si simple. Le scepticisme de certains historiens de l’époque réveillera d’ailleurs l’esprit critique de Christophe qui s’empressera de trouver une comparaison plus contemporaine."
"233","yes","Ecologie / Biodiversité","Sciences de la nature / Biologie / Comportements","","Espèces en voie de disparition","Le Vortex","Pourquoi est-on plus sensible à la disparition d'espèces emblématiques ?","nUJqRXGwhHI","Citez-moi un animal en voie de disparition ! Certes, vous avez l’embarras du choix. Peut-être avez-vous pensé au panda ou au tigre. Ces beaux et majestueux animaux à la fourrure faisant plus penser à une œuvre d’art qu’une véritable partie du corps. Oui, d’accord, très bien. Mais pouvez-vous me citer un animal affreusement moche qui est en train de s’éteindre ? Non ? Et pourtant, Léa (Zeste de Science) va nous montrer que de nombreuses espèces sont victime d’une véritable injustice. Parce qu’elles sont moins agréables à l’œil, on ne les étudie pas et on les laisse s’éteindre dans l’indifférence la plus totale."
"234","yes","Société / Féminisme","Sciences humaines / Histoire / Epoque contemporaine","","Femmes et électroménager","Le Vortex","Comment l'électroménager a-t-il révolutionné la vie des femmes ?","7QXrrU7wp30","Encore aujourd’hui, beaucoup de publicités pour l’électroménager mettent en scène des femmes effectuant les tâches ménagères. C’est certainement dû au fait que notre société a longtemps considéré que l’homme devait aller gagner des sous et la femme s’occuper de la maison. Même si les mentalités ont évolué, Léa est révoltée de voir des publicités où ce sont uniquement les femmes qui font la lessive, la vaisselle ou le repassage. Manon, elle, voit cela d’un autre œil. Toutes les avancées technologiques du monde de l’électroménager n’auraient-elles au final pas contribué à l’émancipation des femmes ?"
"235","yes","Divertissement / Cinéma","","","Films catastrophe","Scinéma","Quelle réalité physique derrière les films catastrophes ?","1Jzb-AOivgA","Episode avec plein de problèmes mais il faut bien faire une première vidéo, non ? 2012 et le Jour d’Après, science ou fiction ? Le scénario de ces deux films de “science-fiction” réalisés par Roland Emmerich en 2009 et 2004 se veut d’être proche d’une réalité scientifique. Quand le Jour d’Après s’appuie sur l’arrêt du Gulf Stream pour expliquer l’apparition d’une nouvelle ère glaciaire, il traite d’une thématique plus que d’actualité qu’est le réchauffement climatique. De son côté, 2012 utilise la “mutation” des neutrinos au coeur du Soleil pour expliquer la recrudescence des événements extrêmes sur Terre. Malgré cet apparent recours à la science, ces oeuvres restent des films dits de catastrophes qui usent de concepts scientifiques plus ou moins approximatifs et avérés pour divertir leur audience. Dans cette chronique, nous proposons un éclairage scientifique de ces deux films, avec l’intervention notamment de M Gonin, directeur de recherche au CNRS et professeur de physique à l’Ecole polytechnique et de M. Stegner, chercheur au laboratoire de météorologie dynamique de l’Ecole polytechnique."
"236","yes","Divertissement / Cinéma","Société / Inventions","","Films","Scinéma","Quelles différences entre les caméras numérique et pellicule ?","GXvXCqWe3G4","Aujourd'hui, on parle d'un débat qui a beaucoup agité certains (un peu moins aujourd'hui) : le combat entre les deux formats pellicule ou numérique."
"237","yes","Divertissement / Cinéma","","","Le Seigneur des Anneaux","Scinéma","Quelles techniques cinématographiques ont été utilisées dans le Seigneur des Anneaux ?","pnvz6wBfG68","Cet épisode s'intéresse à la trilogie du Seigneur des Anneaux et surtout au problème du rendu des hobbits à l'écran."
"238","yes","Divertissement / Cinéma","","","Star wars","Scinéma","Quelle puissance a réellement Yoda ?","3pYanWIad24","Cet épisode s'intéresse à la puissance de Yoda dans l'Empire Contre-Attaque. Je ne parle pas de ce qu'il peut faire pendant la prélogie (pouah)."
"239","yes","Divertissement / Cinéma","Société / Inventions","","4k","Scinéma","Qu'est-ce que la résolution d'une image ?","C_JPvt2Lof0","Aujourd'hui on parle d'un gros débat qui recommence à agiter du monde avec l'arrivée de la 8K : le mythe de la résolution."
"240","yes","Divertissement / Séries","","","Stranger Things","Scinéma","Comment construire un caisson d'isolation sensorielle ?","IaILZpU2tcI","Cet épisode s'intéresse à la fabrication d'un caisson de flottaison, comme dans l'épisode 7 saison 1 de la série Stranger Things. Et on répond donc à la question : pourquoi on flotte mieux dans l'eau salée ? Fun fact : la Mer Morte est la mer la plus salée du monde et on y flotte aisément, vous avez plein de vidéos sur youtube qui illustrent ça ;)"
"241","yes","Divertissement / Cinéma","","","Mary Poppins","Scinéma","Comment Mary Poppins pourrait-elle voler dans la réalité ?","xVg7YNu2cLc","Cet épisode s'intéresse à Mary Poppins et Weng Weng (de la Cruz) et sur leur capacité à voler."
"242","no","Divertissement / Cinéma","","","Couleurs dans les films","Scinéma","Présentation du site Web ""The Shape of Movies""","PWAzaE58O7E",""
"243","yes","Divertissement / Cinéma","","","Pirates de Caraïbes","Scinéma","Comment représenter des fluides au cinéma ?","P1VW4ZhPENA","Cet épisode s'intéresse à la représentation des fluides en physique et au cinéma."
"244","yes","Divertissement / Cinéma","","","Monstres et Cie","Scinéma","Quelle est la source d'énergie dans Monstres et Cie ?","KEtmZ8uMiWI","Monsieur Bill c’est ça ?"
"245","yes","Divertissement / Cinéma","","","Humour au cinéma","Scinéma","Comment faire rire au cinéma ?","vUNPAkLGDiI","Une vidéo où je fais deux trucs parfaitement insupportables pour beaucoup de gens sur Internet : expliquer des blagues et longuement parler de The Office. J’espère que ça va bien passer."
"246","yes","Sciences de la nature / Espace","","","Vénus","CNES","Comment Vénus peut nous tromper...","2uo2_P5zaq0","Une boule lumineuse a été observée par de nombreuses personnes. Elle est positionnée juste au-dessus de l’horizon et son scintillement se distingue nettement de celui des étoiles… Au CNES, le GEIPAN https://geipan.cnes.fr collecte les témoignages."
"247","yes","Sciences de la nature / Espace","","","ISS","CNES","Peut-on voir l'ISS ?","SbOajobuLEo","Quand on observe la voute céleste par nuit claire, on a l’habitude de voir des satellites passer entre les étoiles. Mais parfois, un point plus gros, plus rapide, plus brillant surgit avant de disparaître à toute vitesse dans l’obscurité de l‘espace…"
"248","yes","Sciences de la nature / Météorologie","","","Foudre en boule","CNES","Que sait-on de la foudre en boule ?","3k-y88zh5fs","De nombreux observateurs, terrifiés, disent avoir vu une boule lumineuse se déplacer et parfois même entrer chez eux. Cet étonnant phénomène n’est pas le fait d’un esprit frappeur. On l’appelle la foudre en boule…"
"249","yes","Sciences de la nature / Espace","","","Etoiles filantes","CNES","Quels objets peut-on voir tomber la nuit sous forme d'étoile filante ?","30RK9uWQddo","De nombreux témoins racontent des passages furtifs d’objets lumineux dans le ciel. Ces visions peuvent dérouter l’observateur qui ne sait pas ce qu’il vient de voir, surtout lorsque les objets en question s’enflamment ou explosent…"
"250","yes","Sciences de la nature / Météorologie","","","Spectre de Brocken","CNES","Qu'est-ce qu'un spectre de Brocken ?","t1v17Qw5TjI","Voici un phénomène spectaculaire qui laissent souvent ceux qui le voient stupéfiés. Les témoins parlent d’un cercle lumineux et coloré avec en son centre un point sombre. Alors, que signifient ces étranges apparitions ? Vision d'un monde parallèle, visite de l'au-delà ? La science nous propose une explication beaucoup plus simple…"
"251","yes","Sciences de la nature / Météorologie","","","Lanternes thaïlandaises","CNES","Que sont les lanternes thaïlandaises ?","oXC7pRFH1_s","Au cours des chaudes nuits estivales, de nombreuses personnes aperçoivent d’étranges formations éclairer le ciel, qu’il s’agisse de nuées lumineuses ou de triangles laissant deviner les contours d’un vaisseau…"
"252","yes","Divertissement / Arts","","","Chef d'oeuvre du Louvre","Musée du Louvre","Présentation de quelques chefs d'oeuvre méconnus du Louvre","TllEsy2imPo","Carte blanche à AXOLOT, lors d'un jour de fermeture au Louvre."
"253","yes","Insolite / Personnalités","","","Bandit embaumé","Axolot","Qui fut Elmer McCurdy ?","DXaOX0pv9qQ","Pour ce premier numéro des axoportraits, nous allons parler d'un gangster raté qui a terminé sa carrière en momie...."
"254","yes","Insolite / Personnalités","","","Vrai Indiana Jones","Axolot","Qui fut William Montgomery McGovern ?","f96aiESSrJo","Dans ce deuxième épisode des Axoportraits, je vais vous raconter l'histoire d'un professeur d'université dont la carrière n'a rien à envier à celle d'Indiana Jones..."
"255","yes","Insolite / Personnalités","","","Viking vagabond","Axolot","Qui fut Peter Freuchen ?","Rd7yE86wops","Ce troisième axoportrait est consacré à la vie incroyable de Peter Freuchen, explorateur, écrivain, acteur, anthropologue, et géant barbu. Entre autres."
"256","yes","Insolite / Personnalités","","","Fiancée du danger","Axolot","Qui fut Marie Marvingt ?","jXORgHU3wbo","Marie Marvingt était l'une des femmes les plus extraordinaires du XXè siècle, pourtant, vous n'avez probablement jamais entendu son nom..."
"257","yes","Insolite","","","Reliques","Axolot","Qu'est-ce que la relique d'Aksoum ?","kgTFiIRiefs","Ce premier épisode d'Axolot est consacré à une relique si particulière que personne au monde ne peut la voir, sauf son gardien."
"258","yes","Insolite","Sciences de la nature / Espace","","Lune","Axolot","Que peut-on trouver sur la Lune ?","WECKD23xo_M","Qu'a-t-on laissé sur la Lune? Un drapeau? Quelques empreintes? Dans cet épisode d'Axolot, vous découvrirez que le satellite préféré des loups-garous abrite des choses...inattendues."
"259","yes","Insolite","","","Chats","Axolot","Quelques histoires de chats...","49BqgoSIQP0","Dans ce troisième épisode d'Axolot, vous découvrirez le projet le plus surréaliste de la CIA, ainsi que d'autres histoires stupéfiantes à base de chats."
"260","yes","Insolite / Personnalités","","","Scientifiques fous","Axolot","Quelques histoires de scientifiques...","IyryWZuCSy8","Dans ce quatrième épisode d'Axolot, vous découvrirez que l'histoire de la science n'a rien à envier à Jackass!"
"261","yes","Insolite","","","Iles","Axolot","Présentation de quelques îles étranges...","CMVSyxU1SdE","Ce 5ème épisode d'Axolot est consacré aux îles les plus étonnantes de la planète..."
"262","yes","Insolite","","","Cabinets de curiosité","Axolot","Présentation de quelques objets particuliers...","ZX-AbJR3AE4","Pour ce sixième épisode, Axolot vous invite à découvrir des curiosités à l'histoire extraordinaire..."
"263","yes","Insolite","","","Sous Terre","Axolot","Quelques histoires sous terre...","lck67wOJs7U",""
"264","yes","Insolite","Société / Esprit critique","","Fake news","Axolot","Quelques histoires de fake news...","IvMzllKrJEQ","Ce 8ème épisode d'Axolot vous invite à vous méfier des apparences..."
"265","yes","Insolite","","","Memento Mori","Axolot","Quelques histoires autour de la mort...","WZhocuqlSr0","Ce 9ème épisode d'Axolot vous invite à franchir les rives du Styx..."
"266","yes","Insolite","","","Monstres","Axolot","Présentation de ""monstres"" réels ou imaginaires...","Iq9jY5ILN8c","Qu’ils soient réels ou imaginaires, les monstres nous fascinent depuis la nuit des temps. Dans cet épisode, en explorant leur rôle à travers l’histoire, nous cherchons à comprendre ce qu’ils nous disent de l’humanité, et de son futur…"
"267","yes","Mythes et traditions / Animaux fantastiques","Sciences humaines / Histoire / Histoire et fiction","","Dragons","Nota Bene","D'où viennent les dragons ?","2-jI9j9rAaQ","Vous aimez les grosses bêtes à écailles qui crachent du feu ? Vous avez jubilé devant Game of Thrones et pleuré devant Coeur de Dragon ? Aujourd’hui on revient sur l’histoire épique des dragons dans l’Histoire ! Quoi ? Comment ça ils n’ont pas existé ? On va étudier les textes médiévaux ensemble pour voir de quoi il en retourne !"
